"","Crop","ADD","Year","X","Hect","Prodn","Prices","Yr2010_Year","Yr2010_X","Yr2010_Hect","Yr2010_Prodn","Yr2010_Prices","Qhat","Phat","SupplyElast","QhatoverSupplyElast","PhatbySupplyElast","SupplyPriceIndex","SupplyQuantityIndex","InverseSupplyQuantityIndex","SupplyShock"
"31","Beans","LILONGWE",2013,245,2520,2484,333.630834643308,2010,29,2942,2798,169.632643093885,-0.112223016440315,0.966784391012855,0.25,-0.448892065761258,0.241696097753214,356.878257201943,71.4971227795652,1.39865768176872,-0.353919114193528
"32","Beans","LILONGWE",2012,173,2595,2637,265.867067279942,2010,29,2942,2798,169.632643093885,-0.0575411007862759,0.567310763016261,0.25,-0.230164403145104,0.141827690754065,203.590321026903,82.5395028378864,1.21154109925289,-0.199368791540341
"33","Beans","LILONGWE",2015,389,2386,2224,536.580651922499,2010,29,2942,2798,169.632643093885,-0.205146533238027,2.16319219070071,0.25,-0.820586132952109,0.540798047675178,1763.07006963757,51.5871283690476,1.9384680473899,-0.745944580913205
"34","Beans","LILONGWE",2011,101,2710,2687,179.350372624135,2010,29,2942,2798,169.632643093885,-0.0396711937097927,0.0572869074784831,0.25,-0.158684774839171,0.0143217268696208,125.670720778454,94.6769433061396,1.05622336873137,-0.0539929205794133
"35","Beans","LILONGWE",2016,461,2305,2054,738.32848258177,2010,29,2942,2798,169.632643093885,-0.26590421729807,3.35251416894526,0.25,-1.06361686919228,0.838128542236315,-6841.76103635327,39.937129848863,2.50393557019338,-1.10403275953439
"36","Beans","LILONGWE",2010,29,2942,2798,169.632643093885,2010,29,2942,2798,169.632643093885,0,0,0.25,0,0,100,100,1,0
"37","Beans","MACHINGA",2013,261,17022,9302,388.707278962241,2010,45,15158,6962,211.524627332251,0.336110313128411,0.837645497191595,0.25,1.34444125251365,0.209411374297899,78.3830900100961,110.476082954327,0.905173294760479,0.126698938830513
"38","Beans","MACHINGA",2012,189,16475,7860,307.464329437229,2010,45,15158,6962,211.524627332251,0.128985923585177,0.453562799353295,0.25,0.515943694340707,0.113390699838324,95.8850124038056,101.400696426611,0.986186520645599,0.015595223746853
"39","Beans","MACHINGA",2010,45,15158,6962,211.524627332251,2010,45,15158,6962,211.524627332251,0,0,0.25,0,0,100,100,1,0
"40","Beans","MACHINGA",2011,117,15505,7927,208.048463304473,2010,45,15158,6962,211.524627332251,0.138609594943982,-0.016433850146053,0.25,0.554438379775926,-0.00410846253651324,63.2746953916391,114.330682821544,0.874655845063807,0.142718057480495
"41","Beans","MACHINGA",2014,333,16651,9140,503.379981845238,2010,45,15158,6962,211.524627332251,0.312841137604137,1.37977009199291,0.25,1.25136455041655,0.344942522998228,105.703454003156,97.6131778982994,1.02445184301025,-0.0321013853940915
"42","Beans","MACHINGA",2017,549,12023,6093,771.347888402866,2010,45,15158,6962,211.524627332251,-0.12482045389256,2.64661031734747,0.25,-0.499281815570238,0.661652579336868,728.275990515579,52.6692256245711,1.89864192636522,-0.786473033229427
"43","Beans","MACHINGA",2019,621,18289,8547,788.74581678,2010,45,15158,6962,211.524627332251,0.227664464234415,2.72886044867524,0.25,0.910657856937662,0.682215112168809,195.161076858194,72.9790414646578,1.37025641873397,-0.454550647934394
"44","Beans","MACHINGA",2016,477,16956,6689,659.478996078987,2010,45,15158,6962,211.524627332251,-0.0392128698649813,2.11774096660203,0.25,-0.156851479459925,0.529435241650508,369.773639003123,62.8197326679994,1.59185650356867,-0.568648111515489
"45","Beans","MACHINGA",2015,405,17079,7840,568.923698359788,2010,45,15158,6962,211.524627332251,0.12611318586613,1.68963337997591,0.25,0.504452743464522,0.422408344993979,178.778189721141,79.1694726643985,1.26311312472552,-0.296295159127848
"46","Beans","MZUZU",2019,589,42971,22572,751.693450622222,2010,13,35201,19307,190.511748222971,0.169109649349977,2.94565404828713,0.25,0.676438597399907,0.736413512071782,235.359294065807,67.3289882405411,1.48524435927565,-0.567303862721806
"47","Beans","MZUZU",2012,157,39696,22880,267.41549204345,2010,13,35201,19307,190.511748222971,0.185062412596468,0.403669298811291,0.25,0.74024965038587,0.100917324702823,80.6590766158207,107.643179556318,0.928995226749886,0.0841450878936447
"48","Beans","MZUZU",2017,517,40313,20417,715.833136172911,2010,13,35201,19307,190.511748222971,0.0574921013104056,2.75742253614258,0.25,0.229968405241622,0.689355634035646,305.489354046005,62.5973643444274,1.59751134967558,-0.63186353272524
"49","Beans","MZUZU",2013,229,37206,21913,359.953095538721,2010,13,35201,19307,190.511748222971,0.13497695136479,0.889401041648307,0.25,0.53990780545916,0.222350260412077,122.695724701839,92.852023525742,1.07698245232401,-0.0873733090472868
"50","Beans","MZUZU",2016,445,39135,17882,665.055018668831,2010,13,35201,19307,190.511748222971,-0.0738074273579531,2.49088717557967,0.25,-0.295229709431812,0.622721793894918,495.322691988805,57.0764856999279,1.75203498908003,-0.696529221252871
"51","Beans","MZUZU",2015,373,38771,19777,527.321031172839,2010,13,35201,19307,190.511748222971,0.0243435023566582,1.76791870365745,0.25,0.0973740094266328,0.441979675914363,252.231115360902,71.0373051344929,1.4077110584456,-0.417636173557705
"52","Beans","MZUZU",2014,301,39056,21726,421.17253994709,2010,13,35201,19307,190.511748222971,0.125291345107992,1.21074313723771,0.25,0.501165380431968,0.302685784309427,147.268459961524,86.3824076889367,1.15764312057729,-0.177394439201435
"53","Beans","MZUZU",2011,85,36323,20817,197.684816498316,2010,13,35201,19307,190.511748222971,0.0782099756564976,0.0376515797175442,0.25,0.312839902625991,0.00941289492938605,79.0386990555357,106.815553979219,0.936193244098653,0.0687970807271115
"54","Beans","MZUZU",2010,13,35201,19307,190.511748222971,2010,13,35201,19307,190.511748222971,0,0,0.25,0,0,100,100,1,0
"55","Beans","NATIONAL",2019,645,360457,215547,NA,2010,69,288566,152398,NA,0.414368954973162,NA,0.25,1.65747581989265,NA,NA,NA,NA,NA
"56","Beans","NATIONAL",2013,285,307158,189417,NA,2010,69,288566,152398,NA,0.242910011942414,NA,0.25,0.971640047769656,NA,NA,NA,NA,NA
"57","Beans","NATIONAL",2012,213,310978,182596,NA,2010,69,288566,152398,NA,0.198152206721873,NA,0.25,0.792608826887492,NA,NA,NA,NA,NA
"58","Beans","NATIONAL",2015,429,329959,188745,NA,2010,69,288566,152398,NA,0.238500505255974,NA,0.25,0.954002021023898,NA,NA,NA,NA,NA
"59","Beans","NATIONAL",2017,573,331983,198486,NA,2010,69,288566,152398,NA,0.302418666911639,NA,0.25,1.20967466764656,NA,NA,NA,NA,NA
"60","Beans","NATIONAL",2011,141,297627,176760,NA,2010,69,288566,152398,NA,0.159857740915235,NA,0.25,0.63943096366094,NA,NA,NA,NA,NA
"61","Beans","NATIONAL",2016,501,328339,157769,NA,2010,69,288566,152398,NA,0.0352432446620034,NA,0.25,0.140972978648014,NA,NA,NA,NA,NA
"62","Beans","NATIONAL",2010,69,288566,152398,NA,2010,69,288566,152398,NA,0,NA,0.25,0,NA,NA,NA,NA,NA
"63","Beans","NATIONAL",2014,357,316686,195048,NA,2010,69,288566,152398,NA,0.279859315739052,NA,0.25,1.11943726295621,NA,NA,NA,NA,NA
"64","Beans","SALIMA",2019,613,124213,52587,912.121191675,2010,37,98033,43875,261.909177083333,0.198564102564103,2.48258584075802,0.25,0.79425641025641,0.620646460189504,194.096329869616,73.9559263544717,1.3521566820852,-0.422082357625401
"65","Beans","SALIMA",2013,253,106206,55792,427.008229166667,2010,37,98033,43875,261.909177083333,0.271612535612536,0.630367572155759,0.25,1.08645014245014,0.15759189303894,78.140739574117,109.849813501567,0.910333816803188,0.114020642573596
"66","Beans","SALIMA",2012,181,105176,54686,376.193969381313,2010,37,98033,43875,261.909177083333,0.246404558404558,0.436352760031837,0.25,0.985618233618234,0.109088190007959,72.3378107489719,112.381014389452,0.88983001749258,0.137316368396599
"67","Beans","SALIMA",2015,397,116204,58132,719.44653587963,2010,37,98033,43875,261.909177083333,0.324945868945869,1.74693137480524,0.25,1.29978347578348,0.43673284370131,119.443043387788,92.2193624760846,1.08437097497755,-0.111786974755441
"68","Beans","SALIMA",2017,541,120044,61227,864.189704612037,2010,37,98033,43875,261.909177083333,0.395487179487179,2.29957779347714,0.25,1.58194871794872,0.574894448369284,127.794087099396,88.6082988566078,1.12856246300166,-0.179407268882105
"69","Beans","SALIMA",2011,109,102576,53329,274.530671717172,2010,37,98033,43875,261.909177083333,0.215475783475783,0.0481903489384907,0.25,0.861903133903134,0.0120475872346227,56.2967175817119,120.100655226798,0.8326349245236,0.203428196241161
"70","Beans","SALIMA",2016,469,116006,48072,836.537938762627,2010,37,98033,43875,261.909177083333,0.0956581196581197,2.19400010369419,0.25,0.382632478632479,0.548500025923548,231.008612415447,70.7560930781808,1.41330584617648,-0.452841906265428
"71","Beans","SALIMA",2010,37,98033,43875,261.909177083333,2010,37,98033,43875,261.909177083333,0,0,0.25,0,0,100,100,1,0
"72","Beans","SALIMA",2014,325,110957,61045,586.411624062049,2010,37,98033,43875,261.909177083333,0.391339031339031,1.23898845619857,0.25,1.56535612535613,0.309747114049642,87.2778806056702,106.229593210335,0.941357271339635,0.0815919172893899
"73","Beans","SHIRE VALLEY",2016,493,7242,8412,741.266634259259,2010,61,3639,3239,208.448018417508,1.59709786971287,2.55612224038776,0.25,6.3883914788515,0.63903056009694,48.1312102988423,158.453291411435,0.631100806485258,0.958067309615934
"74","Beans","SHIRE VALLEY",2015,421,8284,10188,666.670995555556,2010,61,3639,3239,208.448018417508,2.14541525162087,2.19826017352804,0.25,8.58166100648348,0.549565043382009,33.3789743903893,202.986977865468,0.492642439685348,1.59585020823886
"75","Beans","SHIRE VALLEY",2017,565,8396,9841,831.905724169645,2010,61,3639,3239,208.448018417508,2.03828342080889,2.99095050404072,0.25,8.15313368323557,0.747737626010181,43.6020126238334,173.840934451061,0.575238509363578,1.29054579479871
"76","Beans","SHIRE VALLEY",2011,133,5021,3895,247.480981515151,2010,61,3639,3239,208.448018417508,0.20253164556962,0.187255141084922,0.25,0.810126582278481,0.0468137852712306,65.5896196823139,114.875411700663,0.870508305646602,0.15571786029839
"77","Beans","SHIRE VALLEY",2013,277,7036,7138,440.918898148148,2010,61,3639,3239,208.448018417508,1.20376659462797,1.11524629255537,0.25,4.81506637851189,0.278811573138842,36.3752733824627,172.32926577438,0.580284489408337,0.924955021489129
"78","Beans","SHIRE VALLEY",2014,349,7027,6657,625.674205291005,2010,61,3639,3239,208.448018417508,1.05526397036122,2.00158384829458,0.25,4.22105588144489,0.500395962073646,57.4899774385084,136.981438387818,0.73002591575132,0.554868008287576
"79","Beans","SHIRE VALLEY",2010,61,3639,3239,208.448018417508,2010,61,3639,3239,208.448018417508,0,0,0.25,0,0,100,100,1,0
"80","Beans","SHIRE VALLEY",2012,205,6841,6708,352.256871464646,2010,61,3639,3239,208.448018417508,1.0710095708552,0.689902711183839,0.25,4.28403828342081,0.17247567779596,31.9812730442562,176.635610450216,0.566137257063374,0.898533893059242
"81","Beans","SHIRE VALLEY",2019,637,10111,15796,715.6463409,2010,61,3639,3239,208.448018417508,3.87681383142945,2.43321249265419,0.25,15.5072553257178,0.608303123163547,20.7982031228738,303.227281051144,0.32978563028151,3.26851070826591
"82","Cassava","BLANTYRE",2010,56,36551,681303,58.959809469697,2010,56,36551,681303,58.959809469697,0,0,0.33,0,0,100,100,1,0
"83","Cassava","BLANTYRE",2016,488,44894,1158770,275.698994642857,2010,56,36551,681303,58.959809469697,0.700814468745918,3.67604961960665,0.33,2.12368020832096,1.21309637447019,149.696809780669,76.8522549838384,1.30119799374826,-0.512281905724277
"84","Cassava","BLANTYRE",2019,632,43187,1110418,324.6829679,2010,56,36551,681303,58.959809469697,0.629844577229221,4.50685239352536,0.33,1.90861993099764,1.48726128986337,189.328703102043,65.5276783292338,1.52607268485182,-0.857416712634148
"85","Cassava","BLANTYRE",2014,344,41690,1140049,144.336725462963,2010,56,36551,681303,58.959809469697,0.673336239529255,1.44805277970151,0.33,2.04041284705835,0.477857417301497,80.5171173404967,113.227177394738,0.883180189605677,0.195478822227758
"86","Cassava","BLANTYRE",2015,416,43901,1217275,192.509168253968,2010,56,36551,681303,58.959809469697,0.78668668712746,2.26509142389462,0.33,2.38389905190139,0.747480169885224,96.4890315525217,102.243602984337,0.978056299672065,0.0392065172422362
"87","Cassava","BLANTYRE",2017,560,43156,1158974,93.5942294375,2010,56,36551,681303,58.959809469697,0.70111389499239,0.587424217942966,0.33,2.124587560583,0.193849991921179,50.8042801542351,142.489752188623,0.701804855886219,0.507263903071211
"88","Cassava","BLANTYRE",2011,128,37511,779426,53.9515054459943,2010,56,36551,681303,58.959809469697,0.144022556777234,-0.0849443725946354,0.33,0.436431990234043,-0.0280316429562297,63.7033729147366,117.701625622542,0.84960593765026,0.172054199733464
"89","Cassava","BLANTYRE",2013,272,40094,983849,113.063684376837,2010,56,36551,681303,58.959809469697,0.444069672377782,0.917639921054145,0.33,1.34566567387207,0.302821173947868,81.752482564518,110.841741081157,0.902187199737159,0.141248498429914
"90","Cassava","BLANTYRE",2012,200,38807,870136,64.1154968761691,2010,56,36551,681303,58.959809469697,0.27716449215694,0.0874440988334936,0.33,0.839892400475577,0.0288565526150529,59.1036790277741,124.13435953834,0.805578732366312,0.248307939541888
"91","Cassava","KARONGA",2014,296,22036,539722,87.9667032323232,2010,8,16642,370915,49.147535,0.455109661243142,0.78984974998895,0.33,1.37912018558528,0.260650417496354,75.231581860949,115.425310700565,0.8663611073954,0.194459243746788
"92","Cassava","KARONGA",2019,584,25165,692795,160.316302075,2010,8,16642,370915,49.147535,0.867799900246687,2.26193983228253,0.33,2.6296966674142,0.746440144653236,89.868111061918,106.948978810697,0.935025290676254,0.121359755593451
"93","Cassava","KARONGA",2012,152,18882,428538,48.4375305555556,2010,8,16642,370915,49.147535,0.155353652454066,-0.0144463897211619,0.33,0.470768643800201,-0.00476730860798342,67.0094249311942,116.088796363601,0.86140956864425,0.16012096106205
"94","Cassava","KARONGA",2017,512,24089,606855,55.251588365,2010,8,16642,370915,49.147535,0.636102611110362,0.124198565909765,0.33,1.9275836700314,0.0409855267502226,38.4002198611016,157.168622335989,0.636259315082777,0.59511708436014
"95","Cassava","KARONGA",2011,80,17209,391406,38.405745959596,2010,8,16642,370915,49.147535,0.0552444630171333,-0.218562111821153,0.33,0.167407463688283,-0.0721254969009806,66.9378869405193,113.727067560614,0.879298149024217,0.127369959918114
"96","Cassava","KARONGA",2013,224,19758,471566,76.5097043939393,2010,8,16642,370915,49.147535,0.271358667080059,0.556735335636657,0.33,0.822298991151693,0.183722660760097,85.426998708527,107.40342389523,0.931069014127039,0.087636006319962
"97","Cassava","KARONGA",2016,440,22890,554152,117.992182777778,2010,8,16642,370915,49.147535,0.494013453217044,1.40077519203715,0.33,1.49701046429407,0.462255813372261,96.1459804180626,102.171825172748,0.978743404367344,0.0317576398447834
"98","Cassava","KARONGA",2015,368,22477,518544,98.424428409091,2010,8,16642,370915,49.147535,0.398013021851368,1.00263204266686,0.33,1.20610006621627,0.330868574080064,90.7770265426636,105.045159911279,0.951971514770023,0.0671444477713038
"99","Cassava","KARONGA",2010,8,16642,370915,49.147535,2010,8,16642,370915,49.147535,0,0,0.33,0,0,100,100,1,0
"100","Cassava","KASUNGU",2014,312,26783,626528,127.145350992064,2010,24,23822,503937,46.1237486652237,0.243266519426039,1.75661355964175,0.33,0.737171270987998,0.579682474681777,158.684040294654,78.703571088012,1.27059037623811,-0.336415955255737
"101","Cassava","KASUNGU",2019,600,34256,923677,237.334738636364,2010,24,23822,503937,46.1237486652237,0.8329215755144,4.14560818460337,0.33,2.52400477428606,1.36805070091911,146.015925464966,77.4021255036046,1.29195418535817,-0.535129125404713
"102","Cassava","KASUNGU",2012,168,26498,607232,70.5164945601852,2010,24,23822,503937,46.1237486652237,0.20497601882775,0.528854366803736,0.33,0.621139450993183,0.174521941045233,94.3073938437,102.592891347386,0.974726403424904,0.0304540777825176
"103","Cassava","KASUNGU",2017,528,29830,764369,85.54080604875,2010,24,23822,503937,46.1237486652237,0.516794758074918,0.854593534225157,0.33,1.56604472143915,0.282015866294302,72.2744042116703,118.313259449686,0.845213803297558,0.234778891780617
"104","Cassava","KASUNGU",2011,96,24662,536628,58.7659091849228,2010,24,23822,503937,46.1237486652237,0.0648712041386126,0.274092216819989,0.33,0.196579406480644,0.0904504315505964,106.477865983614,97.6542512459176,1.02402095888458,-0.0255792274119839
"105","Cassava","KASUNGU",2013,240,26701,622063,101.467361439066,2010,24,23822,503937,46.1237486652237,0.234406284912598,1.19989407572959,0.33,0.710322075492722,0.395965044990764,128.624550150639,88.4267331293217,1.13087972902666,-0.161558760078165
"106","Cassava","KASUNGU",2016,456,28080,644376,209.061151041667,2010,24,23822,503937,46.1237486652237,0.278683644979432,3.53261404572899,0.33,0.844495893877066,1.16576263509057,245.737280347185,59.040802729795,1.69374390889735,-0.887078990111136
"107","Cassava","KASUNGU",2015,384,25996,611052,159.120303030303,2010,24,23822,503937,46.1237486652237,0.212556331446193,2.44985625919596,0.33,0.644110095291493,0.808452565534666,209.831219276366,67.049385455554,1.49143797993926,-0.595896234088473
"108","Cassava","KASUNGU",2010,24,23822,503937,46.1237486652237,2010,24,23822,503937,46.1237486652237,0,0,0.33,0,0,100,100,1,0
"109","Cassava","LILONGWE",2019,608,36217,907619,227.0967798,2010,32,32561,754867,50.65543424761,0.202356176650986,3.48316716998067,0.33,0.613200535306019,1.14944516609362,277.905137759592,55.9379785824513,1.78769420229589,-0.947088989442636
"110","Cassava","LILONGWE",2017,536,36324,903633,71.2311084685714,2010,32,32561,754867,50.65543424761,0.197075776262573,0.406188882329681,0.33,0.597199322007798,0.134042331168795,88.0409140521045,105.558297372269,0.947343813696926,0.0630334450937786
"111","Cassava","LILONGWE",2014,320,33457,866055,142.068858154247,2010,32,32561,754867,50.65543424761,0.147294821471862,1.80461238294388,0.33,0.446347943854127,0.59552208637148,193.909936738344,71.9071726597673,1.39068185135237,-0.448227264899619
"112","Cassava","LILONGWE",2013,248,34112,873872,115.748953195146,2010,32,32561,754867,50.65543424761,0.15765028806399,1.28502538600994,0.33,0.477728145648455,0.424058377383279,154.630971382576,81.2923336886781,1.23012829700481,-0.266408089319288
"113","Cassava","LILONGWE",2012,176,33477,863836,64.4109671947651,2010,32,32561,754867,50.65543424761,0.144355230789,0.271550982662913,0.33,0.4374400933,0.0896118242787614,88.4594070103995,105.024120084827,0.952162226346014,0.0547434065102386
"114","Cassava","LILONGWE",2015,392,34628,876505,187.196739077853,2010,32,32561,754867,50.65543424761,0.161138319730496,2.69549174453451,0.33,0.488297938577259,0.889512275696387,248.303222677794,61.4517478751258,1.62729301375132,-0.728373955965892
"115","Cassava","LILONGWE",2011,104,33499,849126,46.8644795855379,2010,32,32561,754867,50.65543424761,0.124868354292875,-0.0748380646297782,0.33,0.378388952402653,-0.0246965613278268,67.1190764956135,115.33521873196,0.867037849318178,0.149564915620702
"116","Cassava","LILONGWE",2016,464,36070,892734,216.177833982684,2010,32,32561,754867,50.65543424761,0.182637471236655,3.2676138738833,0.33,0.553446882535318,1.07831257838149,274.719008539146,56.903734478557,1.7573539050883,-0.895675107144835
"117","Cassava","LILONGWE",2010,32,32561,754867,50.65543424761,2010,32,32561,754867,50.65543424761,0,0,0.33,0,0,100,100,1,0
"118","Cassava","MACHINGA",2013,264,28446,430009,111.095389228595,2010,48,24865,348247,63.3375485877291,0.234781634874098,0.754020982904266,0.33,0.711459499618479,0.248826924358408,102.486853080384,98.8753213747753,1.01137471524327,-0.01404528948431
"119","Cassava","MACHINGA",2012,192,27819,389310,82.7197756998557,2010,48,24865,348247,63.3375485877291,0.117913435004465,0.306014797609038,0.33,0.35731343940747,0.100984883210982,96.2205751222188,101.537582581889,0.984857010155339,0.0169285517934828
"120","Cassava","MACHINGA",2010,48,24865,348247,63.3375485877291,2010,48,24865,348247,63.3375485877291,0,0,0.33,0,0,100,100,1,0
"121","Cassava","MACHINGA",2011,120,26498,375400,90.4870274350649,2010,48,24865,348247,63.3375485877291,0.0779705209233676,0.428647452462277,0.33,0.236274305828387,0.141453659312551,115.560717045315,94.4383954730657,1.05889134921315,-0.063483138389184
"122","Cassava","MACHINGA",2014,336,28657,423871,173.486184259259,2010,48,24865,348247,63.3375485877291,0.217156213836731,1.73907323740139,0.33,0.658049132838578,0.57389416834246,165.198556734691,77.3340570362856,1.29309134723243,-0.356737954505729
"123","Cassava","MACHINGA",2017,552,31567,447334,100.53655126,2010,48,24865,348247,63.3375485877291,0.284530807156989,0.587313584149003,0.33,0.862214567142391,0.193813482769171,85.237953357049,107.598952909913,0.92937707380596,0.0907173243878181
